Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.164.234,Auvergne-Rhône-Alpes,2022-08-31T12:04:42.150Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,2a02:8440:3340:a094:b8ae:e8cf:127c:1428,Île-de-France²,2022-08-31T10:35:14.068Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:2561:deb0:e51c:2577,Nouvelle-Aquitaine,2022-08-30T20:21:25.286Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,2a02:8440:3341:c253:8cf2:b7a:b15e:f419,Île-de-France²,2022-08-30T19:49:20.450Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-30T19:38:47.347Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,93.22.36.6,Occitanie,2022-08-30T19:18:35.675Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.169.126,Auvergne-Rhône-Alpes,2022-08-30T17:18:34.969Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.174.17,Provence-Alpes-Côte-d’Azur,2022-08-30T17:08:56.934Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.169.124,Auvergne-Rhône-Alpes,2022-08-30T16:35:42.650Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.170.254,Corse,2022-08-30T16:02:47.906Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.164.240,Auvergne-Rhône-Alpes,2022-08-30T15:22:26.398Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.173.157,Provence-Alpes-Côte-d’Azur,2022-08-30T12:54:07.520Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.174.75,Auvergne-Rhône-Alpes,2022-08-30T12:10:02.852Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.175.110,Provence-Alpes-Côte-d’Azur,2022-08-30T10:36:29.463Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.175.110,Provence-Alpes-Côte-d’Azur,2022-08-29T18:52:33.464Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.172.237,Auvergne-Rhône-Alpes,2022-08-29T17:57:18.413Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.172.123,Auvergne-Rhône-Alpes,2022-08-29T17:41:11.040Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.175.157,Provence-Alpes-Côte-d’Azur,2022-08-29T16:34:51.322Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.165.174,Provence-Alpes-Côte-d’Azur,2022-08-29T16:07:15.484Z
NFAPPL-01-IPAD7=5-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,81.185.161.238,Auvergne-Rhône-Alpes,2022-08-29T13:01:06.806Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.161.142,Auvergne-Rhône-Alpes,2022-08-29T11:32:16.299Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.174.74,Auvergne-Rhône-Alpes,2022-08-29T11:25:56.788Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.163.10,Corse,2022-08-29T10:56:59.930Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.168.179,Auvergne-Rhône-Alpes,2022-08-29T08:21:11.889Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.172.143,Corse,2022-08-29T06:30:34.553Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.174.108,Provence-Alpes-Côte-d’Azur,2022-08-28T17:55:18.228Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.164.223,Auvergne-Rhône-Alpes,2022-08-28T17:54:09.718Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.79,Provence-Alpes-Côte-d’Azur,2022-08-28T13:37:13.904Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.172.166,Provence-Alpes-Côte-d’Azur,2022-08-28T12:36:14.417Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.192,Auvergne-Rhône-Alpes,2022-08-28T11:56:29.418Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,81.185.162.161,Auvergne-Rhône-Alpes,2022-08-28T11:14:47.618Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.162.161,Auvergne-Rhône-Alpes,2022-08-28T08:02:44.412Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.95,Auvergne-Rhône-Alpes,2022-08-28T07:08:48.580Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.161.178,Provence-Alpes-Côte-d’Azur,2022-08-27T19:03:55.742Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.168.157,Auvergne-Rhône-Alpes,2022-08-27T12:29:35.885Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.173.212,Provence-Alpes-Côte-d’Azur,2022-08-27T11:40:03.470Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.169.74,Provence-Alpes-Côte-d’Azur,2022-08-27T06:18:43.931Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.166.183,Auvergne-Rhône-Alpes,2022-08-26T19:24:16.264Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.169.121,Provence-Alpes-Côte-d’Azur,2022-08-26T18:42:56.818Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.52,Auvergne-Rhône-Alpes,2022-08-26T18:33:25.184Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.175.15,Provence-Alpes-Côte-d’Azur,2022-08-26T13:24:39.143Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.248,Provence-Alpes-Côte-d’Azur,2022-08-26T12:29:37.602Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.171.98,Provence-Alpes-Côte-d’Azur,2022-08-25T18:21:30.141Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.174.102,Provence-Alpes-Côte-d’Azur,2022-08-25T17:47:25.097Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.171.1,Auvergne-Rhône-Alpes,2022-08-25T14:43:07.876Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,81.185.169.240,Auvergne-Rhône-Alpes,2022-08-25T14:22:24.089Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.138,Provence-Alpes-Côte-d’Azur,2022-08-25T14:03:53.820Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.166.168,Auvergne-Rhône-Alpes,2022-08-25T14:00:12.616Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,93.22.38.87,Île-de-France²,2022-08-24T18:41:33.606Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.164.41,Provence-Alpes-Côte-d’Azur,2022-08-24T18:21:29.000Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,2a02:8440:3440:519:1c3d:eff7:9b6a:f6b2,Île-de-France²,2022-08-24T17:56:41.458Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.166.21,Provence-Alpes-Côte-d’Azur,2022-08-24T12:57:00.757Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:5406:fb29:4c23:7032:9dae:8cff,Auvergne-Rhône-Alpes,2022-08-24T12:45:03.741Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,81.185.165.62,Provence-Alpes-Côte-d’Azur,2022-08-24T12:44:03.881Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.173.217,Auvergne-Rhône-Alpes,2022-08-24T12:35:59.949Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.164.43,Auvergne-Rhône-Alpes,2022-08-24T12:25:11.682Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,2a02:8440:3441:24ba:691a:401:744d:f35d,Île-de-France²,2022-08-23T19:29:45.287Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.174.108,Provence-Alpes-Côte-d’Azur,2022-08-23T18:30:09.370Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.172.125,Auvergne-Rhône-Alpes,2022-08-23T18:12:23.278Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.161.67,Corse,2022-08-23T13:44:46.741Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.165.216,Auvergne-Rhône-Alpes,2022-08-23T13:09:09.474Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.167.195,Auvergne-Rhône-Alpes,2022-08-23T12:22:17.209Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.162.223,Auvergne-Rhône-Alpes,2022-08-22T18:33:21.222Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.172.193,Provence-Alpes-Côte-d’Azur,2022-08-22T17:51:31.229Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.162.167,Auvergne-Rhône-Alpes,2022-08-22T17:43:43.168Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.181,Auvergne-Rhône-Alpes,2022-08-22T12:25:45.093Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.171.39,Auvergne-Rhône-Alpes,2022-08-21T19:21:36.481Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.161.155,Provence-Alpes-Côte-d’Azur,2022-08-21T19:03:45.348Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.160.190,Auvergne-Rhône-Alpes,2022-08-21T18:54:03.230Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.169.252,Auvergne-Rhône-Alpes,2022-08-21T18:24:11.784Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.173.233,Auvergne-Rhône-Alpes,2022-08-21T13:09:56.986Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.169.115,Provence-Alpes-Côte-d’Azur,2022-08-21T08:03:30.840Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.168.27,Auvergne-Rhône-Alpes,2022-08-21T07:07:30.318Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.171.128,Provence-Alpes-Côte-d’Azur,2022-08-20T19:46:32.550Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.167.191,Provence-Alpes-Côte-d’Azur,2022-08-20T12:20:05.629Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.169.130,Provence-Alpes-Côte-d’Azur,2022-08-20T12:17:27.700Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.161.165,Provence-Alpes-Côte-d’Azur,2022-08-20T05:46:33.434Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.175.237,Auvergne-Rhône-Alpes,2022-08-19T19:04:42.474Z
NFCDCH-MC-HF5DHUQA24EP2GGJ0AU541H8D7VPN9,AR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,186.152.248.97,Santa Fe,2022-08-19T16:56:51.031Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.161.208,Auvergne-Rhône-Alpes,2022-08-19T11:09:11.128Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-18T19:38:32.112Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.170.213,Auvergne-Rhône-Alpes,2022-08-18T18:21:52.154Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.166.163,Auvergne-Rhône-Alpes,2022-08-18T13:50:34.955Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.167.160,Auvergne-Rhône-Alpes,2022-08-18T13:42:59.423Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:7171:3674:2917:2468,Nouvelle-Aquitaine,2022-08-17T19:50:07.386Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,81.185.161.122,Auvergne-Rhône-Alpes,2022-08-17T19:29:53.116Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-17T19:07:13.109Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.164.91,Auvergne-Rhône-Alpes,2022-08-17T18:36:46.699Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.163.255,Auvergne-Rhône-Alpes,2022-08-17T16:18:45.508Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,81.185.161.107,Auvergne-Rhône-Alpes,2022-08-17T12:19:43.284Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9416:9e9d:2100:6b46,Nouvelle-Aquitaine,2022-08-16T20:06:58.892Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-16T19:23:31.546Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,81.185.166.107,Provence-Alpes-Côte-d’Azur,2022-08-16T18:57:59.374Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,81.185.163.203,Auvergne-Rhône-Alpes,2022-08-16T17:56:39.489Z
NFCDCH-MC-HF5DHUQA24EP2GGJ0AU541H8D7VPN9,AR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,186.152.248.97,Santa Fe,2022-08-16T17:22:58.021Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,AR,Safari MAC (Cadmium),Safari MAC (Cadmium),186.152.248.97,Santa Fe,2022-08-16T17:06:46.628Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,81.185.161.107,Auvergne-Rhône-Alpes,2022-08-16T12:11:53.736Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,90.120.215.90,Nouvelle-Aquitaine,2022-08-15T20:15:14.624Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5240:dc27:1961:b6d1:c2f5:158c,Auvergne-Rhône-Alpes,2022-08-15T18:50:56.603Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,81.185.161.235,Auvergne-Rhône-Alpes,2022-08-15T16:58:19.934Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5241:8ea9:f56f:2b27:eeb1:65a5,Île-de-France²,2022-08-15T13:25:55.235Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5241:8ea9:f56f:2b27:eeb1:65a5,Île-de-France²,2022-08-15T06:49:31.479Z
NFAPPL-01-IPAD6=11-45F98DA919BF0666A19FE0C7944F06F0DC808D4FF1479BF2995571A9CA3B810C,FR,Apple iPad 5th Gen (Wi-Fi) iPad,Apple iPad 5th Gen (Wi-Fi) iPad,79.92.202.69,Auvergne-Rhône-Alpes,2022-08-14T19:22:20.667Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5341:3f62:fdfe:72f:683f:ee94,Provence-Alpes-Côte-d’Azur,2022-08-14T18:57:30.008Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5341:3f62:fdfe:72f:683f:ee94,Provence-Alpes-Côte-d’Azur,2022-08-14T12:41:42.247Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5340:dbe8:51ef:c01:9deb:898d,Provence-Alpes-Côte-d’Azur,2022-08-14T06:55:32.671Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5241:1a7c:65d5:7620:1bf6:9cec,Île-de-France²,2022-08-13T12:58:22.189Z
NFAPPL-01-IPAD13=8-6F5B7E158C611A917BCB6AF398A9B8F63FA1FF5E40D0FE73886BBF575BAE6C48,FR,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,Apple iPad Pro 12.9 in 5th Gen (Wi-Fi) iPad,2a02:8440:5241:1a7c:65d5:7620:1bf6:9cec,Île-de-France²,2022-08-13T12:12:27.132Z
SSTV-NVT2-0000000000000003627535,FR,Samsung 2014 Novatek UHD TV,Samsung 2014 Novatek UHD TV,81.185.173.148,Provence-Alpes-Côte-d’Azur,2022-08-12T18:36:30.183Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8440:5217:df3e:8a5:3e86:7c28:189a,Provence-Alpes-Côte-d’Azur,2022-08-12T18:36:23.089Z
NFAPPL-02-IPHONE11=8-68D8EFD70E4F2BDDBC4373758DC3A1D2F32BF0A5AD54274B6F57E764BD22D3A1,FR,Apple iPhone XR,Apple iPhone XR,2a02:8440:5317:fe4c:816a:4717:f33f:e3b2,Auvergne-Rhône-Alpes,2022-08-12T18:35:54.201Z
SGMM38YIP=000000001376452,FR,Sagemcom SFR m384nc Set Top Box,Sagemcom SFR m384nc Set Top Box,87.231.181.211,Auvergne-Rhône-Alpes,2022-08-12T07:20:22.978Z
